Symbol,Dzien,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,nie,nie
2690.N,D,20100202,102.1,102.1,102.1,102.1,0,0
2690.N,D,20100203,101.64,101.64,101.64,101.64,0,0
2690.N,D,20100204,99.03,99.03,99.03,99.03,0,0
2690.N,D,20100205,99.31,99.31,99.31,99.31,0,0
2690.N,D,20100208,98.87,98.87,98.87,98.87,0,0
2690.N,D,20100209,99.69,99.69,99.69,99.69,0,0
2690.N,D,20100210,99.55,99.55,99.55,99.55,0,0
2690.N,D,20100211,100.39,100.39,100.39,100.39,0,0
2690.N,D,20100212,100.46,100.46,100.46,100.46,0,0
2690.N,D,20100215,100.48,100.48,100.48,100.48,0,0
2690.N,D,20100216,101.76,101.76,101.76,101.76,0,0
2690.N,D,20100217,101.99,101.99,101.99,101.99,0,0
2690.N,D,20100218,102.53,102.53,102.53,102.53,0,0
2690.N,D,20100219,102.91,102.91,102.91,102.91,0,0
2690.N,D,20100222,102.73,102.73,102.73,102.73,0,0
2690.N,D,20100223,101.97,101.97,101.97,101.97,0,0
2690.N,D,20100224,102.59,102.59,102.59,102.59,0,0
2690.N,D,20100225,102.33,102.33,102.33,102.33,0,0
2690.N,D,20100226,102.12,102.12,102.12,102.12,0,0
2690.N,D,20100301,102.95,102.95,102.95,102.95,0,0
2690.N,D,20100302,103.31,103.31,103.31,103.31,0,0
2690.N,D,20100303,103.28,103.28,103.28,103.28,0,0
2690.N,D,20100304,103.64,103.64,103.64,103.64,0,0
2690.N,D,20100305,104.52,104.52,104.52,104.52,0,0
2690.N,D,20100308,104.56,104.56,104.56,104.56,0,0
2690.N,D,20100309,104.63,104.63,104.63,104.63,0,0
2690.N,D,20100310,105,105,105,105,0,0
2690.N,D,20100311,105.18,105.18,105.18,105.18,0,0
2690.N,D,20100312,105.18,105.18,105.18,105.18,0,0
2690.N,D,20100315,105.46,105.46,105.46,105.46,0,0
2690.N,D,20100316,105.89,105.89,105.89,105.89,0,0
2690.N,D,20100317,106.35,106.35,106.35,106.35,0,0
2690.N,D,20100318,106.34,106.34,106.34,106.34,0,0
2690.N,D,20100319,106,106,106,106,0,0
2690.N,D,20100322,106.64,106.64,106.64,106.64,0,0
2690.N,D,20100323,107.4,107.4,107.4,107.4,0,0
2690.N,D,20100324,106.64,106.64,106.64,106.64,0,0
2690.N,D,20100325,106.27,106.27,106.27,106.27,0,0
2690.N,D,20100326,106.09,106.09,106.09,106.09,0,0
2690.N,D,20100329,106.66,106.66,106.66,106.66,0,0
2690.N,D,20100330,106.86,106.86,106.86,106.86,0,0
2690.N,D,20100331,106.47,106.47,106.47,106.47,0,0
2690.N,D,20100401,106.46,106.46,106.46,106.46,0,0
2690.N,D,20100406,107.42,107.42,107.42,107.42,0,0
2690.N,D,20100407,107.09,107.09,107.09,107.09,0,0
2690.N,D,20100408,107.06,107.06,107.06,107.06,0,0
2690.N,D,20100409,107.68,107.68,107.68,107.68,0,0
2690.N,D,20100412,107.94,107.94,107.94,107.94,0,0
2690.N,D,20100413,107.78,107.78,107.78,107.78,0,0
2690.N,D,20100414,108.67,108.67,108.67,108.67,0,0
2690.N,D,20100415,108.69,108.69,108.69,108.69,0,0
2690.N,D,20100416,107.79,107.79,107.79,107.79,0,0
2690.N,D,20100419,108.03,108.03,108.03,108.03,0,0
2690.N,D,20100420,108.79,108.79,108.79,108.79,0,0
2690.N,D,20100421,108.76,108.76,108.76,108.76,0,0
2690.N,D,20100422,108.25,108.25,108.25,108.25,0,0
2690.N,D,20100423,108.64,108.64,108.64,108.64,0,0
2690.N,D,20100426,108.12,108.12,108.12,108.12,0,0
2690.N,D,20100427,106.64,106.64,106.64,106.64,0,0
2690.N,D,20100428,106.88,106.88,106.88,106.88,0,0
2690.N,D,20100429,107.53,107.53,107.53,107.53,0,0
2690.N,D,20100430,106.75,106.75,106.75,106.75,0,0
2690.N,D,20100504,105.73,105.73,105.73,105.73,0,0
2690.N,D,20100505,105.36,105.36,105.36,105.36,0,0
2690.N,D,20100506,102.98,102.98,102.98,102.98,0,0
2690.N,D,20100507,102.18,102.18,102.18,102.18,0,0
2690.N,D,20100510,105.18,105.18,105.18,105.18,0,0
2690.N,D,20100511,104.99,104.99,104.99,104.99,0,0
2690.N,D,20100512,104.99,104.99,104.99,104.99,0,0
2690.N,D,20100513,106.06,106.06,106.06,106.06,0,0
2690.N,D,20100514,103.87,103.87,103.87,103.87,0,0
2690.N,D,20100517,104.13,104.13,104.13,104.13,0,0
2690.N,D,20100518,103.51,103.51,103.51,103.51,0,0
2690.N,D,20100519,103.18,103.18,103.18,103.18,0,0
2690.N,D,20100520,99.7,99.7,99.7,99.7,0,0
2690.N,D,20100521,99.69,99.69,99.69,99.69,0,0
2690.N,D,20100524,100.64,100.64,100.64,100.64,0,0
2690.N,D,20100525,99.65,99.65,99.65,99.65,0,0
2690.N,D,20100526,99.32,99.32,99.32,99.32,0,0
2690.N,D,20100527,101.83,101.83,101.83,101.83,0,0
2690.N,D,20100528,101.01,101.01,101.01,101.01,0,0
2690.N,D,20100531,101.04,101.04,101.04,101.04,0,0
2690.N,D,20100601,99.65,99.65,99.65,99.65,0,0
2690.N,D,20100602,101.49,101.49,101.49,101.49,0,0
2690.N,D,20100604,99.18,99.18,99.18,99.18,0,0
2690.N,D,20100607,98.65,98.65,98.65,98.65,0,0
2690.N,D,20100608,98.65,98.65,98.65,98.65,0,0
2690.N,D,20100609,99.31,99.31,99.31,99.31,0,0
2690.N,D,20100610,101.52,101.52,101.52,101.52,0,0
2690.N,D,20100611,101.92,101.92,101.92,101.92,0,0
2690.N,D,20100614,102.07,102.07,102.07,102.07,0,0
2690.N,D,20100615,103.65,103.65,103.65,103.65,0,0
2690.N,D,20100616,103.63,103.63,103.63,103.63,0,0
2690.N,D,20100617,103.8,103.8,103.8,103.8,0,0
2690.N,D,20100618,103.81,103.81,103.81,103.81,0,0
2690.N,D,20100621,103.53,103.53,103.53,103.53,0,0
2690.N,D,20100622,103.53,103.53,103.53,103.53,0,0
2690.N,D,20100623,102.2,102.2,102.2,102.2,0,0
2690.N,D,20100624,100.82,100.82,100.82,100.82,0,0
2690.N,D,20100625,100.93,100.93,100.93,100.93,0,0
2690.N,D,20100628,101.31,101.31,101.31,101.31,0,0
2690.N,D,20100629,99.3,99.3,99.3,99.3,0,0
2690.N,D,20100630,98.55,98.55,98.55,98.55,0,0
2690.N,D,20100701,98.65,98.65,98.65,98.65,0,0
2690.N,D,20100702,98.27,98.27,98.27,98.27,0,0
2690.N,D,20100705,98.24,98.24,98.24,98.24,0,0
2690.N,D,20100706,98.62,98.62,98.62,98.62,0,0
2690.N,D,20100707,100.66,100.66,100.66,100.66,0,0
2690.N,D,20100708,101.59,101.59,101.59,101.59,0,0
2690.N,D,20100709,102.04,102.04,102.04,102.04,0,0
2690.N,D,20100712,101.88,101.88,101.88,101.88,0,0
2690.N,D,20100713,102.95,102.95,102.95,102.95,0,0
2690.N,D,20100714,102.88,102.88,102.88,102.88,0,0
2690.N,D,20100715,102.9,102.9,102.9,102.9,0,0
2690.N,D,20100716,101.19,101.19,101.19,101.19,0,0
2690.N,D,20100719,101.58,101.58,101.58,101.58,0,0
2690.N,D,20100720,102.41,102.41,102.41,102.41,0,0
2690.N,D,20100721,101.49,101.49,101.49,101.49,0,0
2690.N,D,20100722,103.12,103.12,103.12,103.12,0,0
2690.N,D,20100723,103.75,103.75,103.75,103.75,0,0
2690.N,D,20100726,104.75,104.75,104.75,104.75,0,0
2690.N,D,20100727,104.88,104.88,104.88,104.88,0,0
2690.N,D,20100728,104.19,104.19,104.19,104.19,0,0
2690.N,D,20100729,103.9,103.9,103.9,103.9,0,0
2690.N,D,20100730,103.93,103.93,103.93,103.93,0,0
2690.N,D,20100802,105.44,105.44,105.44,105.44,0,0
2690.N,D,20100803,105.22,105.22,105.22,105.22,0,0
2690.N,D,20100804,105.54,105.54,105.54,105.54,0,0
2690.N,D,20100805,105.41,105.41,105.41,105.41,0,0
2690.N,D,20100806,105.27,105.27,105.27,105.27,0,0
2690.N,D,20100809,105.82,105.82,105.82,105.82,0,0
2690.N,D,20100810,105.45,105.45,105.45,105.45,0,0
2690.N,D,20100811,103.25,103.25,103.25,103.25,0,0
2690.N,D,20100812,103.15,103.15,103.15,103.15,0,0
2690.N,D,20100813,102.94,102.94,102.94,102.94,0,0
2690.N,D,20100816,103.09,103.09,103.09,103.09,0,0
2690.N,D,20100817,104.29,104.29,104.29,104.29,0,0
2690.N,D,20100818,104.3,104.3,104.3,104.3,0,0
2690.N,D,20100819,103,103,103,103,0,0
2690.N,D,20100820,102.8,102.8,102.8,102.8,0,0
2690.N,D,20100823,102.75,102.75,102.75,102.75,0,0
2690.N,D,20100824,101.82,101.82,101.82,101.82,0,0
2690.N,D,20100825,102.12,102.12,102.12,102.12,0,0
2690.N,D,20100826,101.59,101.59,101.59,101.59,0,0
2690.N,D,20100827,102.8,102.8,102.8,102.8,0,0
2690.N,D,20100830,101.74,101.74,101.74,101.74,0,0
2690.N,D,20100831,101.52,101.52,101.52,101.52,0,0
2690.N,D,20100901,103.86,103.86,103.86,103.86,0,0
2690.N,D,20100902,104.36,104.36,104.36,104.36,0,0
2690.N,D,20100903,105.31,105.31,105.31,105.31,0,0
2690.N,D,20100906,105.3,105.3,105.3,105.3,0,0
2690.N,D,20100907,104.41,104.41,104.41,104.41,0,0
2690.N,D,20100908,104.62,104.62,104.62,104.62,0,0
2690.N,D,20100910,105.65,105.65,105.65,105.65,0,0
2690.N,D,20100913,106.49,106.49,106.49,106.49,0,0
2690.N,D,20100914,106.66,106.66,106.66,106.66,0,0
2690.N,D,20100915,107.12,107.12,107.12,107.12,0,0
2690.N,D,20100916,107.15,107.15,107.15,107.15,0,0
2690.N,D,20100917,107.14,107.14,107.14,107.14,0,0
2690.N,D,20100920,108.27,108.27,108.27,108.27,0,0
2690.N,D,20100921,108.01,108.01,108.01,108.01,0,0
2690.N,D,20100922,107.76,107.76,107.76,107.76,0,0
2690.N,D,20100923,107.23,107.23,107.23,107.23,0,0
2690.N,D,20100924,108.62,108.62,108.62,108.62,0,0
2690.N,D,20100927,108.32,108.32,108.32,108.32,0,0
2690.N,D,20100928,108.89,108.89,108.89,108.89,0,0
2690.N,D,20100929,108.88,108.88,108.88,108.88,0,0
2690.N,D,20100930,108.7,108.7,108.7,108.7,0,0
2690.N,D,20101001,108.89,108.89,108.89,108.89,0,0
2690.N,D,20101004,108.4,108.4,108.4,108.4,0,0
2690.N,D,20101005,109.83,109.83,109.83,109.83,0,0
2690.N,D,20101006,109.87,109.87,109.87,109.87,0,0
2690.N,D,20101007,109.88,109.88,109.88,109.88,0,0
2690.N,D,20101008,110.23,110.23,110.23,110.23,0,0
2690.N,D,20101011,110.21,110.21,110.21,110.21,0,0
2690.N,D,20101012,110.47,110.47,110.47,110.47,0,0
2690.N,D,20101013,111.12,111.12,111.12,111.12,0,0
2690.N,D,20101014,110.82,110.82,110.82,110.82,0,0
2690.N,D,20101015,110.83,110.83,110.83,110.83,0,0
2690.N,D,20101018,111.35,111.35,111.35,111.35,0,0
2690.N,D,20101019,110.01,110.01,110.01,110.01,0,0
2690.N,D,20101020,110.8,110.8,110.8,110.8,0,0
2690.N,D,20101021,111.11,111.11,111.11,111.11,0,0
2690.N,D,20101022,111.13,111.13,111.13,111.13,0,0
2690.N,D,20101025,111.37,111.37,111.37,111.37,0,0
2690.N,D,20101026,111.2,111.2,111.2,111.2,0,0
2690.N,D,20101027,110.72,110.72,110.72,110.72,0,0
2690.N,D,20101028,110.95,110.95,110.95,110.95,0,0
2690.N,D,20101029,111.22,111.22,111.22,111.22,0,0
2690.N,D,20101102,111.51,111.51,111.51,111.51,0,0
2690.N,D,20101103,111.63,111.63,111.63,111.63,0,0
2690.N,D,20101104,112.77,112.77,112.77,112.77,0,0
2690.N,D,20101105,112.89,112.89,112.89,112.89,0,0
2690.N,D,20101108,112.67,112.67,112.67,112.67,0,0
2690.N,D,20101109,112.15,112.15,112.15,112.15,0,0
2690.N,D,20101110,112.21,112.21,112.21,112.21,0,0
2690.N,D,20101112,111.14,111.14,111.14,111.14,0,0
2690.N,D,20101115,111.11,111.11,111.11,111.11,0,0
2690.N,D,20101116,109.75,109.75,109.75,109.75,0,0
2690.N,D,20101117,109.9,109.9,109.9,109.9,0,0
2690.N,D,20101118,110.73,110.73,110.73,110.73,0,0
2690.N,D,20101119,110.74,110.74,110.74,110.74,0,0
2690.N,D,20101122,110.62,110.62,110.62,110.62,0,0
2690.N,D,20101123,109.56,109.56,109.56,109.56,0,0
2690.N,D,20101124,110.6,110.6,110.6,110.6,0,0
2690.N,D,20101125,110.59,110.59,110.59,110.59,0,0
2690.N,D,20101126,110.06,110.06,110.06,110.06,0,0
2690.N,D,20101129,109.92,109.92,109.92,109.92,0,0
2690.N,D,20101130,109.44,109.44,109.44,109.44,0,0
2690.N,D,20101201,110.94,110.94,110.94,110.94,0,0
2690.N,D,20101202,111.67,111.67,111.67,111.67,0,0
2690.N,D,20101203,111.78,111.78,111.78,111.78,0,0
2690.N,D,20101206,111.43,111.43,111.43,111.43,0,0
2690.N,D,20101207,111.71,111.71,111.71,111.71,0,0
2690.N,D,20101208,111.98,111.98,111.98,111.98,0,0
2690.N,D,20101209,112.11,112.11,112.11,112.11,0,0
2690.N,D,20101210,112.6,112.6,112.6,112.6,0,0
2690.N,D,20101213,112.65,112.65,112.65,112.65,0,0
2690.N,D,20101214,113.13,113.13,113.13,113.13,0,0
2690.N,D,20101215,113.05,113.05,113.05,113.05,0,0
2690.N,D,20101216,113.65,113.65,113.65,113.65,0,0
2690.N,D,20101217,113.68,113.68,113.68,113.68,0,0
2690.N,D,20101220,113.63,113.63,113.63,113.63,0,0
2690.N,D,20101221,113.8,113.8,113.8,113.8,0,0
2690.N,D,20101222,114.1,114.1,114.1,114.1,0,0
2690.N,D,20101223,114.15,114.15,114.15,114.15,0,0
2690.N,D,20101227,113.93,113.93,113.93,113.93,0,0
2690.N,D,20101228,114.08,114.08,114.08,114.08,0,0
2690.N,D,20101229,114.26,114.26,114.26,114.26,0,0
2690.N,D,20101230,114.14,114.14,114.14,114.14,0,0
2690.N,D,20101231,114,114,114,114,0,0
2690.N,D,20110103,114.39,114.39,114.39,114.39,0,0
2690.N,D,20110104,114.07,114.07,114.07,114.07,0,0
2690.N,D,20110105,114.35,114.35,114.35,114.35,0,0
2690.N,D,20110107,114.29,114.29,114.29,114.29,0,0
2690.N,D,20110110,114.17,114.17,114.17,114.17,0,0
2690.N,D,20110111,114.31,114.31,114.31,114.31,0,0
2690.N,D,20110112,115.23,115.23,115.23,115.23,0,0
2690.N,D,20110113,114.9,114.9,114.9,114.9,0,0
2690.N,D,20110114,115.34,115.34,115.34,115.34,0,0
2690.N,D,20110117,115.34,115.34,115.34,115.34,0,0
2690.N,D,20110118,115.51,115.51,115.51,115.51,0,0
2690.N,D,20110119,115.01,115.01,115.01,115.01,0,0
2690.N,D,20110120,115.05,115.05,115.05,115.05,0,0
2690.N,D,20110121,114.94,114.94,114.94,114.94,0,0
2690.N,D,20110124,115.27,115.27,115.27,115.27,0,0
2690.N,D,20110125,115.63,115.63,115.63,115.63,0,0
2690.N,D,20110126,115.75,115.75,115.75,115.75,0,0
2690.N,D,20110127,115.63,115.63,115.63,115.63,0,0
2690.N,D,20110128,114.57,114.57,114.57,114.57,0,0
2690.N,D,20110131,114.75,114.75,114.75,114.75,0,0
2690.N,D,20110201,115.84,115.84,115.84,115.84,0,0
2690.N,D,20110202,115.66,115.66,115.66,115.66,0,0
2690.N,D,20110203,116.09,116.09,116.09,116.09,0,0
2690.N,D,20110204,116.42,116.42,116.42,116.42,0,0
2690.N,D,20110207,116.68,116.68,116.68,116.68,0,0
2690.N,D,20110208,116.84,116.84,116.84,116.84,0,0
2690.N,D,20110209,116.77,116.77,116.77,116.77,0,0
2690.N,D,20110210,116.74,116.74,116.74,116.74,0,0
2690.N,D,20110211,117.37,117.37,117.37,117.37,0,0
2690.N,D,20110214,117.74,117.74,117.74,117.74,0,0
2690.N,D,20110215,117.74,117.74,117.74,117.74,0,0
2690.N,D,20110216,118.64,118.64,118.64,118.64,0,0
2690.N,D,20110217,119.27,119.27,119.27,119.27,0,0
2690.N,D,20110218,119.34,119.34,119.34,119.34,0,0
2690.N,D,20110221,119.33,119.33,119.33,119.33,0,0
2690.N,D,20110222,118.64,118.64,118.64,118.64,0,0
2690.N,D,20110223,118.09,118.09,118.09,118.09,0,0
2690.N,D,20110225,118.97,118.97,118.97,118.97,0,0
2690.N,D,20110228,119.75,119.75,119.75,119.75,0,0
2690.N,D,20110301,118.69,118.69,118.69,118.69,0,0
2690.N,D,20110302,118.69,118.69,118.69,118.69,0,0
2690.N,D,20110303,119.69,119.69,119.69,119.69,0,0
2690.N,D,20110304,119.34,119.34,119.34,119.34,0,0
2690.N,D,20110307,118.75,118.75,118.75,118.75,0,0
2690.N,D,20110308,119.21,119.21,119.21,119.21,0,0
2690.N,D,20110309,119.52,119.52,119.52,119.52,0,0
2690.N,D,20110310,118.21,118.21,118.21,118.21,0,0
2690.N,D,20110311,118.53,118.53,118.53,118.53,0,0
2690.N,D,20110314,117.68,117.68,117.68,117.68,0,0
2690.N,D,20110315,116.9,116.9,116.9,116.9,0,0
2690.N,D,20110316,116.04,116.04,116.04,116.04,0,0
2690.N,D,20110317,116.47,116.47,116.47,116.47,0,0
2690.N,D,20110318,117.29,117.29,117.29,117.29,0,0
2690.N,D,20110321,118.37,118.37,118.37,118.37,0,0
2690.N,D,20110322,118.24,118.24,118.24,118.24,0,0
2690.N,D,20110323,118.25,118.25,118.25,118.25,0,0
2690.N,D,20110324,118.81,118.81,118.81,118.81,0,0
2690.N,D,20110325,119.03,119.03,119.03,119.03,0,0
2690.N,D,20110328,119.03,119.03,119.03,119.03,0,0
2690.N,D,20110329,119.42,119.42,119.42,119.42,0,0
2690.N,D,20110330,119.98,119.98,119.98,119.98,0,0
2690.N,D,20110331,119.9,119.9,119.9,119.9,0,0
2690.N,D,20110401,120.38,120.38,120.38,120.38,0,0
2690.N,D,20110404,120.65,120.65,120.65,120.65,0,0
2690.N,D,20110405,120.82,120.82,120.82,120.82,0,0
2690.N,D,20110406,121.32,121.32,121.32,121.32,0,0
2690.N,D,20110407,121.33,121.33,121.33,121.33,0,0
2690.N,D,20110408,120.92,120.92,120.92,120.92,0,0
2690.N,D,20110411,121.03,121.03,121.03,121.03,0,0
2690.N,D,20110412,120.47,120.47,120.47,120.47,0,0
2690.N,D,20110413,120.31,120.31,120.31,120.31,0,0
2690.N,D,20110414,120.8,120.8,120.8,120.8,0,0
2690.N,D,20110415,121.49,121.49,121.49,121.49,0,0
2690.N,D,20110418,120.62,120.62,120.62,120.62,0,0
2690.N,D,20110419,121.06,121.06,121.06,121.06,0,0
2690.N,D,20110420,122.23,122.23,122.23,122.23,0,0
2690.N,D,20110421,122.08,122.08,122.08,122.08,0,0
2690.N,D,20110426,123.11,123.11,123.11,123.11,0,0
2690.N,D,20110427,123.93,123.93,123.93,123.93,0,0
2690.N,D,20110428,124.01,124.01,124.01,124.01,0,0
2690.N,D,20110429,124.32,124.32,124.32,124.32,0,0
2690.N,D,20110502,123.82,123.82,123.82,123.82,0,0
2690.N,D,20110504,123.8,123.8,123.8,123.8,0,0
2690.N,D,20110505,122.76,122.76,122.76,122.76,0,0
2690.N,D,20110506,123.18,123.18,123.18,123.18,0,0
2690.N,D,20110509,123.96,123.96,123.96,123.96,0,0
2690.N,D,20110510,124.28,124.28,124.28,124.28,0,0
2690.N,D,20110511,123.5,123.5,123.5,123.5,0,0
2690.N,D,20110512,124.84,124.84,124.84,124.84,0,0
2690.N,D,20110513,124.33,124.33,124.33,124.33,0,0
2690.N,D,20110516,123.78,123.78,123.78,123.78,0,0
2690.N,D,20110517,123.78,123.78,123.78,123.78,0,0
2690.N,D,20110518,124.35,124.35,124.35,124.35,0,0
2690.N,D,20110519,124.88,124.88,124.88,124.88,0,0
2690.N,D,20110520,124.46,124.46,124.46,124.46,0,0
2690.N,D,20110523,123.31,123.31,123.31,123.31,0,0
2690.N,D,20110524,123,123,123,123,0,0
2690.N,D,20110525,123.11,123.11,123.11,123.11,0,0
2690.N,D,20110526,123.42,123.42,123.42,123.42,0,0
2690.N,D,20110527,123.45,123.45,123.45,123.45,0,0
2690.N,D,20110530,123.43,123.43,123.43,123.43,0,0
2690.N,D,20110531,124.43,124.43,124.43,124.43,0,0
2690.N,D,20110601,122.71,122.71,122.71,122.71,0,0
2690.N,D,20110602,122.7,122.7,122.7,122.7,0,0
2690.N,D,20110603,120.72,120.72,120.72,120.72,0,0
2690.N,D,20110606,119.82,119.82,119.82,119.82,0,0
2690.N,D,20110607,119.88,119.88,119.88,119.88,0,0
2690.N,D,20110608,119.64,119.64,119.64,119.64,0,0
2690.N,D,20110609,119.71,119.71,119.71,119.71,0,0
2690.N,D,20110610,118.3,118.3,118.3,118.3,0,0
2690.N,D,20110613,118.28,118.28,118.28,118.28,0,0
2690.N,D,20110614,120.35,120.35,120.35,120.35,0,0
2690.N,D,20110615,118.81,118.81,118.81,118.81,0,0
2690.N,D,20110616,118.66,118.66,118.66,118.66,0,0
2690.N,D,20110617,119.32,119.32,119.32,119.32,0,0
2690.N,D,20110620,119.54,119.54,119.54,119.54,0,0
2690.N,D,20110621,120.49,120.49,120.49,120.49,0,0
2690.N,D,20110622,120.38,120.38,120.38,120.38,0,0
2690.N,D,20110624,118.81,118.81,118.81,118.81,0,0
2690.N,D,20110627,119.3,119.3,119.3,119.3,0,0
2690.N,D,20110628,120.12,120.12,120.12,120.12,0,0
2690.N,D,20110629,120.7,120.7,120.7,120.7,0,0
2690.N,D,20110630,121.52,121.52,121.52,121.52,0,0
2690.N,D,20110701,122.46,122.46,122.46,122.46,0,0
2690.N,D,20110704,122.44,122.44,122.44,122.44,0,0
2690.N,D,20110705,122.03,122.03,122.03,122.03,0,0
2690.N,D,20110706,122.23,122.23,122.23,122.23,0,0
2690.N,D,20110707,123.09,123.09,123.09,123.09,0,0
2690.N,D,20110708,122.37,122.37,122.37,122.37,0,0
2690.N,D,20110711,120.63,120.63,120.63,120.63,0,0
2690.N,D,20110712,120.88,120.88,120.88,120.88,0,0
2690.N,D,20110713,121.05,121.05,121.05,121.05,0,0
2690.N,D,20110714,120.55,120.55,120.55,120.55,0,0
2690.N,D,20110715,120.37,120.37,120.37,120.37,0,0
2690.N,D,20110718,119.2,119.2,119.2,119.2,0,0
2690.N,D,20110719,120.7,120.7,120.7,120.7,0,0
2690.N,D,20110720,121,121,121,121,0,0
2690.N,D,20110721,121.67,121.67,121.67,121.67,0,0
2690.N,D,20110722,121.63,121.63,121.63,121.63,0,0
2690.N,D,20110725,120.9,120.9,120.9,120.9,0,0
2690.N,D,20110726,120.85,120.85,120.85,120.85,0,0
2690.N,D,20110727,119.23,119.23,119.23,119.23,0,0
2690.N,D,20110728,118.96,118.96,118.96,118.96,0,0
2690.N,D,20110729,118.05,118.05,118.05,118.05,0,0
2690.N,D,20110801,117.58,117.58,117.58,117.58,0,0
2690.N,D,20110802,115.12,115.12,115.12,115.12,0,0
2690.N,D,20110803,115.42,115.42,115.42,115.42,0,0
2690.N,D,20110804,111.09,111.09,111.09,111.09,0,0
2690.N,D,20110805,111.59,111.59,111.59,111.59,0,0
2690.N,D,20110808,105.14,105.14,105.14,105.14,0,0
2690.N,D,20110809,108.73,108.73,108.73,108.73,0,0
2690.N,D,20110810,104.64,104.64,104.64,104.64,0,0
2690.N,D,20110811,108.49,108.49,108.49,108.49,0,0
2690.N,D,20110812,109.07,109.07,109.07,109.07,0,0
2690.N,D,20110816,110.45,110.45,110.45,110.45,0,0
2690.N,D,20110817,110.73,110.73,110.73,110.73,0,0
2690.N,D,20110818,107.36,107.36,107.36,107.36,0,0
2690.N,D,20110819,106.22,106.22,106.22,106.22,0,0
2690.N,D,20110822,106.14,106.14,106.14,106.14,0,0
2690.N,D,20110823,108.87,108.87,108.87,108.87,0,0
2690.N,D,20110824,110.13,110.13,110.13,110.13,0,0
2690.N,D,20110825,108.42,108.42,108.42,108.42,0,0
2690.N,D,20110826,109.55,109.55,109.55,109.55,0,0
2690.N,D,20110829,112.55,112.55,112.55,112.55,0,0
2690.N,D,20110830,113.21,113.21,113.21,113.21,0,0
2690.N,D,20110831,113.68,113.68,113.68,113.68,0,0
2690.N,D,20110901,112.54,112.54,112.54,112.54,0,0
2690.N,D,20110902,110.15,110.15,110.15,110.15,0,0
2690.N,D,20110905,110.13,110.13,110.13,110.13,0,0
2690.N,D,20110906,109.26,109.26,109.26,109.26,0,0
2690.N,D,20110907,112.17,112.17,112.17,112.17,0,0
